"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",6241,21.3725557343927,1,33.3333333333333,1,11.1111111111111,1,33.3333333333333
"2","Grid12","2","2",158,0.541077360364371,0,0,1,11.1111111111111,0,0
"3","Grid13","3","3",0,0,0,0,0,0,0,0
"4","Grid14","4","4",0,0,0,0,0,0,0,0
"5","Grid15","5","5",0,0,0,0,0,0,0,0
"6","Grid21","1","1",158,0.541077360364371,0,0,1,11.1111111111111,0,0
"7","Grid22","2","2",4,0.0136981610218828,0,0,1,11.1111111111111,0,0
"8","Grid23","3","3",0,0,0,0,0,0,0,0
"9","Grid24","4","4",0,0,0,0,0,0,0,0
"10","Grid25","5","5",0,0,0,0,0,0,0,0
"11","Grid31","1","1",0,0,0,0,0,0,0,0
"12","Grid32","2","2",0,0,0,0,0,0,0,0
"13","Grid33","3","3",0,0,0,0,0,0,0,0
"14","Grid34","4","4",0,0,0,0,0,0,0,0
"15","Grid35","5","5",3120,10.6845655970686,0,0,1,11.1111111111111,0,0
"16","Grid41","1","1",0,0,0,0,0,0,0,0
"17","Grid42","2","2",0,0,0,0,0,0,0,0
"18","Grid43","3","3",0,0,0,0,0,0,0,0
"19","Grid44","4","4",0,0,1,33.3333333333333,0,0,0,0
"20","Grid45","5","5",6480,22.1910208554502,0,0,1,11.1111111111111,1,33.3333333333333
"21","Grid51","1","1",6320,21.6430944145748,1,33.3333333333333,1,11.1111111111111,1,33.3333333333333
"22","Grid52","2","2",160,0.547926440875313,0,0,1,11.1111111111111,0,0
"23","Grid53","3","3",0,0,0,0,0,0,0,0
"24","Grid54","4","4",0,0,0,0,0,0,0,0
"25","Grid55","5","5",6560,22.4649840758878,0,0,1,11.1111111111111,0,0
